K	Dades	Ins Salts	Ins Temps	Cer Temps	Cer Temps T	Cer Temps !T	Salts REALS	Salts MITJANA
766	2	2436057	0.025	12.371	0.066	11.735	591	632.33
767	2	2436635	0.049	23.342	0.065	22.71	578	607.67
768	2	2437346	0.04	2.968	0.058	2.362	711	756.67
769	2	2438027	0.026	24.052	0.068	23.384	681	681.00
770	2	2438568	0.037	3.669	0.062	3.007	541	709.00
771	2	2439300	0.027	8.526	0.048	7.892	732	701.00
772	2	2439990	0.035	7.416	0.093	6.661	690	626.33
773	2	2440552	0.025	24.147	0.071	23.528	562	567.00
774	2	2441254	0.062	5.221	0.087	4.526	702	685.33
775	2	2441744	0.024	2.058	0.052	1.434	490	602.67
776	2	2442251	0.025	6.901	0.087	6.216	507	597.67
777	2	2443211	0.053	9.599	0.075	8.871	960	776.67
778	2	2443725	0.026	14.478	0.079	13.741	514	606.67
779	2	2444331	0.028	25.486	0.07	24.777	606	660.67
780	2	2444899	0.038	1.935	0.059	1.115	568	557.00
781	2	2445783	0.032	28.457	0.061	27.632	884	592.67
782	2	2446229	0.038	14.757	0.072	14.019	446	556.67
783	2	2446784	0.028	11.575	0.095	10.711	555	535.33
784	2	2447470	0.038	8.388	0.074	7.611	686	726.67
785	2	2448108	0.029	7.207	0.106	6.436	638	644.67
786	2	2448679	0.039	6.351	0.081	5.568	571	591.00
787	2	2449279	0.032	30.298	0.101	29.408	600	596.67
788	2	2449970	0.037	8.391	0.074	7.639	691	679.33
789	2	2450591	0.032	10.782	0.069	9.996	621	630.33
790	2	2451201	0.031	3.994	0.073	3.251	610	630.67
791	2	2452000	0.033	29.399	0.093	28.621	799	689.33
792	2	2452653	0.032	3.661	0.075	2.891	653	584.33
793	2	2453331	0.032	28.509	0.084	27.753	678	669.00
794	2	2454154	0.035	15.374	0.079	14.58	823	627.67
795	2	2454909	0.035	3.493	0.083	2.673	755	709.67
796	2	2455509	0.063	8.787	0.073	7.933	600	558.33
797	2	2456211	0.046	30.283	0.085	29.396	702	622.67
798	2	2457173	0.036	6.953	0.103	6.072	962	724.00
799	2	2457833	0.036	27.544	0.074	26.766	660	619.00
800	2	2458414	0.033	2.006	0.079	1.111	581	531.33
801	2	2458937	0.031	10.912	0.086	10.12	523	621.33
802	2	2459627	0.034	16.699	0.084	15.846	690	649.33
803	2	2460170	0.042	31.232	0.081	30.31	543	602.33
804	2	2461057	0.045	3.924	0.092	3.083	887	683.67
805	2	2461626	0.036	7.672	0.107	6.812	569	593.33
806	2	2462158	0.027	14.982	0.069	14.186	532	682.33
807	2	2462817	0.032	10.38	0.053	9.554	659	588.33
808	2	2463412	0.032	8.474	0.09	7.676	595	590.33
809	2	2464458	0.035	31.164	0.084	30.25	1046	722.00
810	2	2465075	0.038	2.541	0.084	1.694	617	645.33
811	2	2465576	0.035	31.385	0.081	30.417	501	645.00
812	2	2466232	0.037	8.665	0.084	7.826	656	657.00
813	2	2466856	0.037	11.841	0.086	10.964	624	657.67
814	2	2467370	0.032	16.832	0.077	15.928	514	640.67
815	2	2467996	0.036	7.75	0.105	6.879	626	639.33
816	2	2468574	0.037	4.478	0.092	3.531	578	613.00
817	2	2469161	0.039	32.386	0.085	31.455	587	630.33
818	2	2469757	0.038	16.901	0.107	15.8	596	629.33
819	2	2470445	0.034	11.485	0.082	10.633	688	703.33
820	2	2471032	0.043	3.319	0.088	2.353	587	592.00
821	2	2471733	0.039	29.784	0.086	28.939	701	599.67
822	2	2472298	0.034	6.314	0.068	5.499	565	666.33
823	2	2472856	0.028	29.463	0.101	28.608	558	646.33
824	2	2473470	0.038	8.343	0.097	7.576	614	673.67
825	2	2474005	0.028	1.573	0.067	0.909	535	629.33
826	2	2474675	0.034	15.74	0.101	14.841	670	611.67
827	2	2475198	0.039	27.618	0.07	26.85	523	577.67
828	2	2475844	0.031	3.78	0.078	2.938	646	660.67
829	2	2476680	0.035	30.878	0.084	29.978	836	642.33
830	2	2477240	0.036	4.446	0.073	3.628	560	595.67
831	2	2477965	0.037	11.686	0.089	10.808	725	734.33
832	2	2478518	0.037	9.221	0.079	8.321	553	625.33
833	2	2479308	0.047	26.903	0.06	26.176	790	627.67
834	2	2479856	0.037	5.822	0.093	5.066	548	547.67
835	2	2480685	0.027	6.279	0.078	5.523	829	642.67
836	2	2481241	0.032	8.259	0.092	7.295	556	547.67
837	2	2481869	0.034	10.24	0.104	9.29	628	707.00
838	2	2482579	0.034	15.933	0.089	14.899	710	644.00
839	2	2483045	0.034	31.754	0.085	30.897	466	603.67
840	2	2483738	0.038	2.141	0.081	1.271	693	644.33
841	2	2484380	0.033	28.902	0.075	28.113	642	584.00
842	2	2484971	0.046	16.216	0.093	15.38	591	648.00
843	2	2485539	0.044	11.708	0.09	10.853	568	569.67
844	2	2486147	0.034	8.819	0.084	8.036	608	598.00
845	2	2486685	0.028	7.481	0.08	6.633	538	579.67
846	2	2487339	0.046	6.612	0.082	5.743	654	640.00
847	2	2487967	0.034	28.457	0.074	27.697	628	602.00
848	2	2488713	0.04	7.412	0.065	6.694	746	656.33
849	2	2489324	0.028	10.064	0.077	9.368	611	624.00
850	2	2489789	0.038	1.719	0.08	1.024	465	555.00
851	2	2490514	0.029	24.663	0.051	24.017	725	717.67
852	2	2491169	0.041	3.644	0.068	2.909	655	676.33
853	2	2491707	0.028	25.583	0.07	24.901	538	561.33
854	2	2492255	0.038	13.48	0.071	12.801	548	571.33
855	2	2492924	0.038	3.202	0.07	2.463	669	668.00
856	2	2493577	0.033	8.179	0.087	7.406	653	608.00
857	2	2494273	0.037	23.873	0.068	23.228	696	616.33
858	2	2494864	0.036	4.838	0.065	4.21	591	553.00
859	2	2495488	0.026	23.598	0.068	22.938	624	606.33
860	2	2496040	0.035	2.202	0.056	1.598	552	582.33
861	2	2496520	0.024	8.508	0.067	7.869	480	520.00
862	2	2497201	0.026	12.013	0.055	11.396	681	583.00
863	2	2497827	0.035	23.001	0.064	22.373	626	608.67
864	2	2498474	0.037	2.988	0.054	2.377	647	636.67
865	2	2499080	0.026	5.47	0.055	4.82	606	599.67
866	2	2499820	0.027	12.059	0.063	11.417	740	629.67
867	2	2500512	0.037	8.314	0.055	7.721	692	658.33
868	2	2501242	0.026	7.524	0.065	6.846	730	656.33
869	2	2501801	0.034	29.748	0.085	28.964	559	634.33
870	2	2502697	0.031	2.025	0.065	1.357	896	696.33
871	2	2503285	0.027	25.05	0.052	24.376	588	610.33
872	2	2503896	0.028	7.211	0.063	6.553	611	641.33
873	2	2504405	0.027	8.971	0.071	8.294	509	610.33
874	2	2505070	0.036	12.429	0.06	11.809	665	647.67
875	2	2505704	0.036	1.3	0.056	0.704	634	577.33
876	2	2506339	0.026	2.95	0.066	2.336	635	649.00
877	2	2507043	0.027	23.033	0.059	22.409	704	636.00
878	2	2507491	0.034	11.985	0.055	11.389	448	537.00
